bytes,percentage,filenames,linenumbers
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,283
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,280
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,193
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,192
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,191
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,185
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,184
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,183
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,182
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,180
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,104
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,102
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,101
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,100
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,99
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,98
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,64
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,63
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,62
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,61
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,48
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,47
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,45
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,44
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,40
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,39
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,36
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,33
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,32
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,31
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,30
0,0.0,/home/ashvith/Desktop/GLM.jl/src/glmfit.jl,29
